#terbium3_fetgekuehlt
#T(K)        U(V)
93,062	12,392
93,171	12,391
93,278	12,390
93,388	12,390
93,497	12,392
93,566	12,391
93,670	12,389
93,771	12,175
93,869	0,079
94,033	0,111
94,126	0,112
94,214	0,110
94,301	0,106
94,388	0,108
94,470	0,110
94,551	0,110
94,630	0,109
94,708	0,108
94,781	0,112
94,856	0,112
94,931	0,113
95,005	0,115
95,080	0,117
95,154	0,116
95,229	0,114
95,304	0,113
95,378	0,112
95,451	0,113
95,527	0,112
95,634	0,110
95,795	0,108
96,025	0,111
96,318	0,115
96,677	0,121
97,086	0,122
97,540	0,124
98,032	0,124
98,555	0,123
99,106	0,123
99,893	0,123
100,488	0,118
101,099	0,116
101,742	0,115
102,396	0,116
102,825	0,109
103,492	0,105
104,160	0,105
104,816	0,102
105,474	0,097
106,629	0,097
107,310	0,093
108,004	0,088
108,674	0,085
109,353	0,084
110,029	0,086
110,707	0,084
111,382	0,085
112,057	0,086
112,731	0,086
113,421	0,083
114,094	0,083
114,764	0,083
115,446	0,082
115,879	0,078
116,787	0,077
117,450	0,075
118,122	0,078
118,779	0,079
119,436	0,077
120,110	0,079
120,764	0,080
121,427	0,078
122,077	0,075
122,749	0,075
123,392	0,073
124,045	0,067
124,683	0,066
125,318	0,063
125,962	0,061
126,600	0,056
127,240	0,054
127,863	0,049
128,481	0,048
129,096	0,046
129,706	0,045
130,311	0,045
130,911	0,043
131,521	0,042
131,915	0,042
132,722	0,040
133,310	0,038
133,892	0,037
134,471	0,036
135,045	0,036
135,619	0,033
136,188	0,031
136,774	0,033
137,338	0,032
137,912	0,029
138,484	0,025
139,040	0,022
139,595	0,019
140,153	0,012
140,721	0,009
141,267	0,006
141,810	0,005
142,176	0,003
142,902	0,002
143,458	-0,000
143,992	0,001
144,526	0,004
145,055	0,004
145,602	0,004
146,138	-0,002
146,658	-0,005
146,998	-0,012
147,695	-0,015
148,205	-0,017
148,727	-0,019
149,055	-0,022
149,735	-0,023
150,234	-0,023
150,734	-0,023
151,238	-0,025
151,740	-0,027
152,058	-0,034
152,728	-0,035
153,231	-0,034
153,721	-0,034
154,213	-0,039
154,691	-0,043
155,170	-0,044
155,661	-0,041
156,139	-0,043
156,443	-0,053
156,920	-0,058
157,548	-0,060
158,013	-0,059
158,472	-0,060
158,927	-0,063
159,391	-0,065
159,845	-0,066
160,292	-0,069
160,582	-0,070
161,184	-0,069
161,634	-0,072
162,071	-0,078
162,504	-0,082
162,945	-0,084
163,373	-0,088
163,799	-0,091
164,221	-0,092
164,649	-0,095
165,074	-0,096
165,496	-0,098
165,764	-0,100
166,319	-0,100
166,736	-0,101
167,148	-0,102
167,551	-0,103
167,951	-0,106
168,358	-0,109
168,761	-0,109
169,163	-0,109
169,554	-0,110
169,943	-0,114
170,332	-0,114
170,731	-0,115
171,113	-0,117
171,638	-0,120
172,023	-0,133
172,400	-0,141
172,774	-0,145
173,153	-0,148
173,525	-0,153
173,902	-0,149
174,141	-0,149
174,504	-0,151
174,875	-0,150
175,362	-0,150
175,729	-0,151
176,091	-0,153
176,447	-0,155
176,808	-0,156
177,166	-0,163
177,517	-0,164
177,872	-0,167
178,220	-0,173
178,574	-0,174
178,924	-0,169
179,145	-0,171
179,607	-0,171
179,953	-0,175
180,291	-0,177
180,625	-0,180
180,957	-0,183
181,296	-0,187
181,625	-0,189
181,952	-0,189
182,281	-0,190
182,610	-0,192
182,933	-0,194
183,262	-0,197
183,581	-0,200
183,899	-0,201
184,216	-0,202
184,536	-0,204
184,853	-0,207
185,167	-0,208
185,369	-0,208
185,793	-0,207
186,100	-0,206
186,406	-0,213
186,717	-0,217
187,019	-0,221
187,326	-0,223
187,632	-0,226
187,936	-0,228
188,133	-0,228
188,430	-0,230
188,730	-0,233
189,025	-0,237
189,317	-0,241
189,716	-0,242
190,005	-0,244
190,306	-0,245
190,595	-0,242
190,883	-0,242
191,069	-0,252
191,453	-0,254
191,741	-0,261
192,022	-0,262
192,309	-0,262
192,587	-0,263
192,863	-0,267
193,043	-0,274
193,413	-0,274
193,596	-0,288
193,869	-0,290
194,241	-0,291
194,514	-0,292
194,787	-0,296
195,057	-0,296
195,323	-0,300
195,590	-0,302
195,854	-0,307
196,119	-0,311
196,387	-0,311
196,649	-0,313
196,912	-0,321
197,177	-0,326
197,568	-6,218
197,825	-6,223
198,080	-6,230
198,334	-6,240
198,503	-6,244
198,754	-6,249
199,096	-6,250
199,345	-6,252
199,594	-6,241
199,841	-6,242
200,090	-6,247
200,344	-6,248
200,590	-6,249
200,749	-6,251
200,992	-6,255
201,318	-6,257
201,560	-6,261
201,800	-6,263
202,038	-6,265
202,276	-6,267
202,430	-6,277
202,748	-6,279
202,983	-6,283
203,217	-6,286
203,451	-6,283
203,682	-6,285
203,914	-6,291
204,146	-6,294
204,378	-6,287
204,606	-6,281
204,828	-6,281
205,061	-6,281
205,209	-6,283
205,514	-6,283
205,742	-6,282
205,967	-6,286
206,193	-6,290
206,340	-6,291
206,566	-6,291
206,793	-6,291
207,023	-6,294
207,251	-6,303
207,481	-6,311
207,710	-6,314
207,942	-6,317
208,172	-6,319
208,403	-6,320
208,632	-6,324
208,863	-6,322
209,094	-6,324
209,323	-6,326
209,554	-6,328
209,785	-6,332
210,014	-6,339
210,243	-6,342
210,471	-6,342
210,698	-6,342
210,924	-6,345
211,150	-6,352
211,377	-6,357
211,602	-6,362
211,827	-6,367
212,051	-6,372
212,274	-6,375
212,496	-6,379
212,718	-6,380
212,940	-6,385
213,160	-6,390
213,379	-6,393
